"cont","accX","accY","accZ","gyroX","gyroY","gyroZ","millis","id"
6804,11436,7212,3316,-881,-6457,5074,800295,"1"
6805,11616,7362,3960,-1443,-7700,5473,800305,"1"
6801,10168,13856,1152,-1692,-846,-807,807790,"2"
6802,9864,14090,1180,-2244,-1380,-823,807800,"2"
6803,9608,14434,1130,-2652,-1752,-966,807810,"2"
6804,9238,14410,926,-2734,-2155,-1176,807820,"2"
6805,9184,14696,842,-3015,-2279,-1204,807830,"2"
6806,11532,7582,4062,-1554,-8909,6144,800315,"1"
6807,11174,7878,4282,-1245,-9974,7265,800325,"1"
6808,10746,8272,4298,-425,-10744,8717,800335,"1"
6809,10092,8860,4164,667,-11267,10156,800345,"1"
6810,9596,9490,4288,1655,-11601,11272,800355,"1"
6806,9460,15128,844,-3740,-2151,-1042,807840,"2"
6807,10098,15208,934,-4528,-2138,-756,807850,"2"
6808,10892,15012,1114,-5118,-2421,-345,807860,"2"
6809,11430,14720,1252,-5487,-3131,66,807870,"2"
6810,11856,14374,1278,-5511,-4120,340,807880,"2"
6811,9460,10134,4552,2419,-12065,11915,800365,"1"
6812,9188,10962,5012,2842,-12697,11990,800375,"1"
6813,8568,11688,5682,2815,-13599,11220,800385,"1"
6814,8024,12012,6192,2370,-14485,9441,800395,"1"
6815,7582,12358,6874,1487,-15194,6884,800405,"1"
6811,11894,14010,984,-5228,-5256,428,807890,"2"
6812,11938,13816,630,-4909,-6311,455,807900,"2"
6813,11682,13736,272,-4680,-7280,498,807910,"2"
6814,11384,13524,-282,-4495,-7979,416,807920,"2"
6815,11044,13534,-712,-4327,-8474,317,807930,"2"
6816,6780,12330,7458,52,-15909,4019,800415,"1"
6817,6006,11868,8006,-1563,-16462,1135,800425,"1"
6818,5384,11102,8538,-2832,-16576,-1443,800435,"1"
6819,4778,10202,8790,-3520,-16017,-3387,800445,"1"
6820,4174,9424,8444,-3742,-14950,-4654,800455,"1"
6816,10710,13378,-1096,-4543,-8617,461,807940,"2"
6817,10608,13472,-1660,-5309,-8466,794,807950,"2"
6818,10314,13502,-1912,-6496,-8327,1169,807960,"2"
6819,10164,13504,-2178,-7816,-8026,1462,807970,"2"
6820,10104,13460,-2276,-9036,-7685,1626,807980,"2"
6821,4208,8696,8156,-3218,-13163,-5263,800465,"1"
6822,4292,8240,7318,-2318,-11005,-4998,800475,"1"
6823,4512,7934,6570,-1197,-8774,-4196,800485,"1"
6824,4974,7732,5746,143,-6645,-3041,800495,"1"
6825,5512,7560,5078,1737,-4807,-1708,800505,"1"
6821,10178,13516,-2492,-10166,-7323,1689,807990,"2"
6822,10330,13600,-2644,-11164,-6968,1720,808000,"2"
6823,10588,13670,-2732,-11954,-6858,1826,808010,"2"
6824,10762,13644,-2794,-12315,-6740,1792,808020,"2"
6825,11048,13708,-2814,-12159,-6731,1734,808030,"2"
6826,5870,7358,4364,3495,-3223,-214,800515,"1"
6827,6098,7104,3752,4995,-1884,1378,800525,"1"
6828,6340,6986,3294,6127,-699,2926,800535,"1"
6829,6568,6764,2908,6854,101,4022,800545,"1"
6830,6820,6530,2672,7219,559,4675,800555,"1"
6826,11274,13676,-2912,-11508,-6873,1665,808040,"2"
6827,11532,13696,-2814,-10508,-7056,1680,808050,"2"
6828,11786,13598,-2966,-9357,-7118,1717,808060,"2"
6829,11944,13484,-2950,-8217,-7244,1843,808070,"2"
6830,12054,13200,-2804,-6831,-7466,1811,808080,"2"
6831,12176,12892,-2748,-5519,-7712,1583,808090,"2"
6832,12296,12636,-2664,-4085,-8039,1329,808100,"2"
6833,12320,12440,-2638,-2819,-8356,1034,808110,"2"
6834,12484,12216,-2688,-1853,-8692,822,808120,"2"
6835,12624,12094,-2652,-1192,-9001,689,808130,"2"
6831,7098,6194,2502,7399,752,5113,800565,"1"
6832,7146,5842,2340,7300,734,5568,800575,"1"
6833,7366,5570,2290,7035,604,6141,800585,"1"
6834,7412,5586,2204,6709,356,6502,800595,"1"
6835,7122,5676,2260,6274,42,6635,800605,"1"
6836,7036,5854,2296,5771,-202,6678,800615,"1"
6837,6874,6142,2266,5295,-434,6689,800625,"1"
6838,6706,6384,2260,4827,-642,6602,800635,"1"
6839,6612,6610,2258,4377,-892,6497,800645,"1"
6840,6742,6810,2292,3932,-1109,6258,800655,"1"
6836,12660,12040,-2744,-772,-9181,656,808140,"2"
6837,12640,11968,-2840,-498,-9319,617,808150,"2"
6838,12764,11828,-2930,-248,-9363,626,808160,"2"
6839,12786,11794,-2980,-227,-9359,606,808170,"2"
6840,12778,11690,-3158,-201,-9397,500,808180,"2"
6841,6660,7066,2340,3490,-1461,5939,800665,"1"
6842,6584,7174,2648,3084,-1817,5639,800675,"1"
6843,6428,7138,2984,2804,-2105,5361,800685,"1"
6844,6200,7174,3430,2466,-2315,5154,800695,"1"
6845,5980,7278,3856,2075,-2454,4917,800705,"1"
6841,12878,11660,-3292,-85,-9362,400,808190,"2"
6842,12926,11692,-3570,90,-9221,196,808200,"2"
6843,12850,11634,-3842,357,-9110,-40,808210,"2"
6844,12922,11598,-3906,601,-8769,-210,808220,"2"
6845,12956,11744,-4240,670,-8246,-140,808230,"2"
6846,5702,7384,4308,1663,-2396,4630,800715,"1"
6847,5490,7596,4580,1358,-2241,4329,800725,"1"
6848,5372,7888,4858,1124,-2041,3927,800735,"1"
6849,5268,8174,5108,900,-1862,3459,800745,"1"
6850,5092,8366,5236,762,-1792,2960,800755,"1"
6846,12934,11784,-4342,632,-7616,31,808240,"2"
6847,12868,11800,-4350,625,-6725,228,808250,"2"
6848,12830,11694,-4418,586,-5855,331,808260,"2"
6849,12838,11560,-4284,562,-5034,464,808270,"2"
6850,12772,11452,-4240,452,-4148,559,808280,"2"
6851,12754,11230,-4112,450,-3412,457,808290,"2"
6852,12766,11010,-3904,558,-2840,317,808300,"2"
6853,12658,10992,-3840,601,-2190,207,808310,"2"
6854,12494,10996,-3702,654,-1647,33,808320,"2"
6855,12302,10890,-3706,901,-1172,-268,808330,"2"
6851,4966,8568,5306,615,-1784,2406,800765,"1"
6852,4862,8760,5444,370,-1762,1676,800775,"1"
6853,4652,8900,5792,31,-1627,801,800785,"1"
6854,4570,8946,6338,-352,-1215,166,800795,"1"
6855,4606,8938,6920,-675,-540,-326,800805,"1"
6856,4646,8950,7278,-860,184,-778,800815,"1"
6857,5060,8976,7322,-1046,772,-1082,800825,"1"
6858,5588,8958,7256,-1177,1216,-1408,800835,"1"
6859,5956,8960,7180,-1439,1622,-1711,800845,"1"
6860,6326,8836,7258,-1724,2095,-1778,800855,"1"
6856,11980,10786,-3744,1348,-698,-653,808340,"2"
6857,11878,10824,-3896,1808,-237,-1074,808350,"2"
6858,11548,10972,-4094,2441,247,-1485,808360,"2"
6859,11166,11186,-4164,3049,985,-1815,808370,"2"
6860,10822,11442,-4302,3407,1869,-2152,808380,"2"
6861,6726,9000,7416,-1791,2553,-1832,800865,"1"
6862,7122,9414,7346,-1713,2766,-2391,800875,"1"
6863,7170,9874,6916,-2119,2660,-3236,800885,"1"
6864,7024,10030,6916,-2766,2520,-4012,800895,"1"
6865,6714,9914,6762,-3316,2409,-4710,800905,"1"
6861,10478,11564,-4248,3649,2768,-2558,808390,"2"
6862,10236,11822,-4132,3787,3685,-2858,808400,"2"
6863,10040,12066,-4172,3777,4724,-3147,808410,"2"
6864,10170,12292,-4330,3714,5926,-3479,808420,"2"
6865,10480,12380,-4322,3732,7252,-3763,808430,"2"
6866,6186,9650,6458,-3711,2553,-5227,800915,"1"
6867,5812,9472,6440,-3972,3095,-5617,800925,"1"
6868,5560,9302,6456,-4100,4110,-5812,800935,"1"
6869,5618,9118,6442,-3848,5343,-5567,800945,"1"
6870,6040,9208,6250,-3363,6570,-5020,800955,"1"
6866,10882,12616,-4276,3730,8664,-3806,808440,"2"
6867,11252,12728,-4022,3514,9897,-3533,808450,"2"
6868,11366,13008,-3466,3159,11046,-3124,808460,"2"
6869,11292,13132,-2986,2682,12159,-2608,808470,"2"
6870,10990,13128,-2450,2089,13166,-2066,808480,"2"
6871,6716,9210,5850,-2795,7689,-4367,800965,"1"
6872,7500,9146,5592,-2265,8282,-3955,800975,"1"
6873,8428,9064,5324,-1544,8260,-4348,800985,"1"
6874,8750,9220,4916,-1721,7842,-4849,800995,"1"
6875,8856,9436,4814,-2603,7517,-5432,801005,"1"
6871,10564,13146,-1882,1368,14107,-1586,808490,"2"
6872,10248,13066,-1182,302,15083,-1170,808500,"2"
6873,10110,12638,-500,-912,15797,-726,808510,"2"
6874,10012,12116,50,-1943,16002,-295,808520,"2"
6875,9982,11842,596,-2619,15684,51,808530,"2"
6876,9040,9640,4636,-3865,7298,-6367,801015,"1"
6877,9258,9758,4590,-5041,7070,-7387,801025,"1"
6878,9408,9850,4406,-5928,6695,-8186,801035,"1"
6879,9516,9844,4272,-6696,6648,-8624,801045,"1"
6880,9622,9920,4122,-7129,6561,-8774,801055,"1"
6876,10028,11806,1070,-2864,15002,149,808540,"2"
6877,10244,11812,1256,-2611,13962,-69,808550,"2"
6878,10700,11812,1376,-1734,12529,-472,808560,"2"
6879,11060,11902,1178,-349,10970,-907,808570,"2"
6880,11422,12224,962,1316,9362,-1342,808580,"2"
6881,9494,9854,3826,-7316,6692,-8686,801065,"1"
6882,9324,9924,3466,-7229,6792,-8416,801075,"1"
6883,9234,9896,3166,-6888,7105,-8023,801085,"1"
6884,9040,9744,2872,-6253,7482,-7663,801095,"1"
6885,8940,9766,2486,-5491,7818,-7462,801105,"1"
6881,11708,12392,650,3026,7827,-1557,808590,"2"
6882,11936,12536,308,4594,6479,-1627,808600,"2"
6883,12062,12658,18,6052,5395,-1580,808610,"2"
6884,12244,12704,-252,7578,4556,-1578,808620,"2"
6885,12512,12766,-576,8775,3776,-1622,808630,"2"
6886,8856,9730,2148,-4773,8116,-7403,801115,"1"
6887,8654,9600,1892,-3994,8392,-7245,801125,"1"
6888,8570,9342,1738,-3189,8686,-6882,801135,"1"
6889,8596,9044,1454,-2422,8903,-6423,801145,"1"
6890,8630,8592,1242,-1719,8940,-5866,801155,"1"
6886,12640,12756,-678,9593,2929,-1615,808640,"2"
6887,12598,12642,-722,10151,2334,-1553,808650,"2"
6888,12650,12538,-814,10638,1926,-1468,808660,"2"
6889,12728,12546,-930,10966,1607,-1400,808670,"2"
6890,12806,12598,-1060,11034,1392,-1133,808680,"2"
6891,8804,8154,972,-1238,8766,-5305,801165,"1"
6892,8940,7692,780,-1158,8453,-4874,801175,"1"
6893,8912,7356,540,-1321,7981,-4616,801185,"1"
6894,8860,7150,376,-1615,7433,-4558,801195,"1"
6895,8730,7004,204,-1958,6886,-4465,801205,"1"
6891,12962,12716,-1196,10869,1279,-960,808690,"2"
6892,13016,12752,-1346,10562,1207,-837,808700,"2"
6893,13002,12630,-1560,10069,1333,-816,808710,"2"
6894,12870,12556,-1668,9490,1563,-864,808720,"2"
6895,12804,12392,-1570,8803,1917,-931,808730,"2"
6896,8514,6976,-46,-2183,6602,-4361,801215,"1"
6897,8324,7070,-352,-2230,6278,-4221,801225,"1"
6898,8270,6992,-484,-2116,6061,-3900,801235,"1"
6899,8138,6950,-642,-1780,5895,-3478,801245,"1"
6900,8084,6806,-986,-1381,5706,-2983,801255,"1"
6896,12652,12368,-1598,7950,2324,-973,808740,"2"
6897,12486,12462,-1536,6845,2864,-912,808750,"2"
6898,12422,12480,-1562,5507,3616,-718,808760,"2"
6899,12300,12736,-1478,4296,4198,-738,808770,"2"
6900,12362,12670,-1224,3314,4699,-640,808780,"2"
6901,12438,12736,-1066,2648,5074,-554,808790,"2"
6902,12516,12772,-834,2200,5267,-551,808800,"2"
6903,12584,12822,-602,1773,5324,-398,808810,"2"
6904,12692,12760,-278,1304,5183,-168,808820,"2"
6905,12836,12696,-60,889,4866,71,808830,"2"
6901,8080,6680,-1174,-942,5500,-2396,801265,"1"
6902,8030,6540,-1446,-436,5285,-1778,801275,"1"
6903,7980,6310,-1626,60,5016,-1142,801285,"1"
6904,8136,6066,-1684,475,4580,-590,801295,"1"
6905,8022,5958,-1880,712,3944,-162,801305,"1"
6906,12878,12544,230,818,4356,196,808840,"2"
6907,12866,12456,462,1064,3699,206,808850,"2"
6908,12806,12326,474,1468,2977,255,808860,"2"
6909,12746,12422,366,1868,2257,265,808870,"2"
6910,12588,12478,414,2363,1467,191,808880,"2"
6906,7986,6004,-2052,702,3305,58,801315,"1"
6907,8056,5974,-2042,609,2777,176,801325,"1"
6908,7942,5864,-1912,648,2239,307,801335,"1"
6909,7896,5800,-1866,754,1687,563,801345,"1"
6910,7886,5660,-1820,898,1227,885,801355,"1"
6911,12422,12552,386,2720,810,165,808890,"2"
6912,12262,12544,464,2811,249,145,808900,"2"
6913,11940,12590,360,2691,-272,115,808910,"2"
6914,11672,12780,276,2355,-744,54,808920,"2"
6915,11330,12944,242,1797,-1200,-3,808930,"2"
6911,7986,5450,-1596,1085,871,1346,801365,"1"
6912,8034,5356,-1430,1311,561,1933,801375,"1"
6913,8256,5316,-1256,1566,209,2502,801385,"1"
6914,8554,5378,-1008,1678,-219,3154,801395,"1"
6915,8972,5536,-672,1746,-664,3769,801405,"1"
6916,9616,5822,-266,1768,-1228,4516,801415,"1"
6917,10188,6242,256,1763,-1903,5208,801425,"1"
6918,10732,6664,830,1584,-2668,5817,801435,"1"
6919,11440,7210,1356,1102,-3451,6462,801445,"1"
6920,12148,7676,2102,562,-4275,7100,801455,"1"
6916,10872,13288,106,1173,-1587,-49,808940,"2"
6917,10504,13670,0,531,-1849,-61,808950,"2"
6918,10096,13916,-168,-138,-2047,-53,808960,"2"
6919,9496,14266,-64,-734,-2290,-100,808970,"2"
6920,8996,14598,-78,-1286,-2413,-248,808980,"2"
6921,12722,8054,2960,396,-5329,7768,801465,"1"
6922,12888,8420,3928,506,-6336,8561,801475,"1"
6923,12566,8824,4602,562,-7189,9440,801485,"1"
6924,12014,8858,5020,931,-7734,10166,801495,"1"
6925,11358,9048,5058,1497,-8111,10836,801505,"1"
6921,8684,14914,0,-2046,-2394,-294,808990,"2"
6922,8544,15164,34,-2854,-2331,-419,809000,"2"
6923,8694,15118,134,-3523,-2166,-595,809010,"2"
6924,9186,14978,206,-3952,-2043,-786,809020,"2"
6925,9814,14688,290,-4205,-2027,-1117,809030,"2"
6926,10350,9258,4578,1824,-8575,11515,801515,"1"
6927,9642,9544,4514,2066,-8952,11408,801525,"1"
6928,9064,9692,4294,2261,-9976,10860,801535,"1"
6929,8488,9698,4258,2000,-11240,10030,801545,"1"
6930,8040,10052,4670,1355,-12868,8530,801555,"1"
6926,10564,14200,228,-4414,-2017,-1419,809040,"2"
6927,11310,13770,176,-4575,-2398,-1564,809050,"2"
6928,11646,13628,330,-4669,-2982,-1563,809060,"2"
6929,12018,13560,410,-4824,-3768,-1289,809070,"2"
6930,12158,13730,492,-5000,-4720,-940,809080,"2"
6931,7634,10274,5422,235,-14230,6233,801565,"1"
6932,7062,10310,6484,-702,-15090,3379,801575,"1"
6933,6160,10184,7648,-1624,-15437,827,801585,"1"
6934,5282,9504,8424,-2552,-15321,-1029,801595,"1"
6935,4846,8768,9206,-2666,-14542,-2313,801605,"1"
6931,12106,13704,430,-5121,-5775,-517,809090,"2"
6932,11668,13516,82,-5199,-6575,-91,809100,"2"
6933,11172,13262,-304,-5261,-7326,252,809110,"2"
6934,10802,13162,-692,-5504,-7995,526,809120,"2"
6935,10408,13062,-1052,-6123,-8396,910,809130,"2"
6936,4542,8248,9354,-2221,-13384,-3077,801615,"1"
6937,4486,7958,9052,-1758,-11876,-3107,801625,"1"
6938,4686,7922,8468,-1319,-10290,-2693,801635,"1"
6939,4940,7926,7746,-907,-8718,-2093,801645,"1"
6940,5224,7946,6968,-353,-7282,-1542,801655,"1"
6936,9968,13128,-1444,-7078,-8698,1371,809140,"2"
6937,9662,13258,-1710,-8186,-8945,1629,809150,"2"
6938,9628,13354,-2014,-9065,-9123,1793,809160,"2"
6939,9494,13424,-2390,-9653,-9311,1908,809170,"2"
6940,9592,13578,-2680,-10007,-9638,1997,809180,"2"
6941,5646,8034,6290,245,-6008,-937,801665,"1"
6942,5956,7970,5710,861,-4910,-209,801675,"1"
6943,6174,7726,5392,1553,-3810,640,801685,"1"
6944,6412,7374,5076,2358,-2771,1491,801695,"1"
6945,6416,7084,4576,3061,-1879,2369,801705,"1"
6941,9734,13590,-3034,-10158,-9902,2019,809190,"2"
6942,9840,13714,-3298,-10049,-10206,2138,809200,"2"
6943,9786,14020,-3462,-9735,-10316,2506,809210,"2"
6944,10118,14368,-3802,-9344,-9977,2915,809220,"2"
6945,10558,14410,-3874,-8510,-9830,3344,809230,"2"
6946,6370,6772,4288,3687,-1135,3231,801715,"1"
6947,6384,6600,3988,4273,-404,4032,801725,"1"
6948,6206,6486,3644,4719,241,4660,801735,"1"
6949,6240,6474,3314,5043,711,5149,801745,"1"
6950,6206,6396,3008,5303,1036,5500,801755,"1"
6946,10988,14218,-3734,-7149,-9745,3758,809240,"2"
6947,11342,13962,-3780,-5603,-9769,4169,809250,"2"
6948,11708,13742,-3684,-3984,-9969,4591,809260,"2"
6949,12034,13482,-3628,-2432,-10222,4946,809270,"2"
6950,12246,13148,-3576,-967,-10481,5171,809280,"2"
6951,6310,6408,2844,5468,1242,5675,801765,"1"
6952,6380,6372,2546,5463,1300,5756,801775,"1"
6953,6360,6360,2434,5179,1071,5750,801785,"1"
6954,6196,6166,2596,4699,753,5445,801795,"1"
6955,6050,5910,2810,4204,546,4969,801805,"1"
6951,12402,12770,-3592,274,-10743,5288,809290,"2"
6952,12412,12478,-3504,1271,-10901,5294,809300,"2"
6953,12378,12176,-3590,2102,-10960,5191,809310,"2"
6954,12338,11988,-3754,2625,-10740,4999,809320,"2"
6955,12408,11792,-3772,2739,-10270,4718,809330,"2"
6956,5982,5856,2848,3591,431,4418,801815,"1"
6957,5856,5824,2828,2934,316,4017,801825,"1"
6958,5872,5924,2758,2345,169,3726,801835,"1"
6959,6032,6204,2614,1837,-60,3406,801845,"1"
6960,6062,6496,2510,1319,-468,3040,801855,"1"
6956,12458,11560,-3956,2612,-9660,4366,809340,"2"
6957,12614,11480,-4020,2213,-8973,3963,809350,"2"
6958,12744,11434,-4124,1523,-8221,3503,809360,"2"
6959,13016,11330,-4294,651,-7445,3016,809370,"2"
6960,13138,11354,-4416,-276,-6716,2544,809380,"2"
6961,6024,6710,2366,839,-969,2612,801865,"1"
6962,6162,6904,2322,337,-1534,2087,801875,"1"
6963,6094,7180,2356,-180,-2186,1518,801885,"1"
6964,6018,7288,2502,-718,-2841,878,801895,"1"
6965,6048,7324,2714,-1225,-3516,158,801905,"1"
6961,13226,11406,-4534,-1249,-6076,2139,809390,"2"
6962,13286,11692,-4692,-2141,-5097,1842,809400,"2"
6963,13444,11950,-4786,-2913,-4215,1538,809410,"2"
6964,13564,12070,-4728,-3354,-3463,1374,809420,"2"
6965,13754,12248,-4690,-3488,-2787,1292,809430,"2"
6966,6006,7458,2874,-1809,-4255,-616,801915,"1"
6967,5854,7494,3204,-2457,-4826,-1401,801925,"1"
6968,5672,7682,3740,-3261,-5310,-2160,801935,"1"
6969,5522,7770,4176,-4133,-5620,-3100,801945,"1"
6970,5138,7714,4804,-5057,-5673,-3988,801955,"1"
6966,13776,12352,-4706,-3294,-2132,1143,809440,"2"
6967,13844,12290,-4662,-2824,-1620,1076,809450,"2"
6968,13840,12314,-4710,-2263,-1171,1111,809460,"2"
6969,13672,12284,-4532,-1654,-829,1160,809470,"2"
6970,13474,12266,-4526,-1026,-297,1247,809480,"2"
6971,5106,7506,5276,-5750,-5480,-4759,801965,"1"
6972,5090,7132,5810,-6183,-5065,-5088,801975,"1"
6973,4944,6714,6270,-5936,-4401,-5164,801985,"1"
6974,4786,6538,6418,-5458,-3570,-4879,801995,"1"
6975,4714,6550,6568,-4839,-2482,-4428,802005,"1"
6971,13392,12202,-4476,-544,357,1224,809490,"2"
6972,13300,12072,-4232,-87,849,1186,809500,"2"
6973,13294,11942,-4056,314,1472,1131,809510,"2"
6974,13380,11816,-3904,554,2059,1039,809520,"2"
6975,13430,11608,-3692,779,2574,868,809530,"2"
6976,4694,6614,6526,-4012,-1208,-3889,802015,"1"
6977,4954,7122,6182,-3520,-105,-3292,802025,"1"
6978,5502,7570,5796,-3380,787,-3000,802035,"1"
6979,5998,7804,5340,-3326,1355,-3029,802045,"1"
6980,6370,8012,5146,-3388,1563,-3212,802055,"1"
6976,13244,11472,-3588,880,3062,716,809540,"2"
6977,13080,11424,-3476,865,3599,435,809550,"2"
6978,12758,11294,-3342,831,4021,103,809560,"2"
6979,12460,11404,-3120,751,4478,-192,809570,"2"
6980,12268,11418,-3024,708,5007,-508,809580,"2"
6981,6882,8270,5022,-3670,1669,-3522,802065,"1"
6982,7294,8596,5058,-4105,1738,-3886,802075,"1"
6983,7824,8746,5218,-4518,1572,-4296,802085,"1"
6984,8236,9072,5136,-5029,1274,-4804,802095,"1"
6985,8518,9432,5200,-5699,929,-5515,802105,"1"
6981,11994,11476,-2808,737,5369,-699,809590,"2"
6982,11536,11522,-2536,890,5527,-949,809600,"2"
6983,11076,11542,-2144,1090,5560,-1382,809610,"2"
6984,10578,11684,-1944,1466,5566,-2107,809620,"2"
6985,10076,11742,-1772,2060,5308,-3038,809630,"2"
6986,9616,11768,-1768,2838,4904,-3972,809640,"2"
6987,9194,12058,-1748,3761,4600,-4810,809650,"2"
6988,8762,12668,-2014,4905,4358,-5662,809660,"2"
6989,8450,13356,-2256,6056,4289,-6491,809670,"2"
6990,8282,13984,-2444,7185,4373,-7059,809680,"2"
6986,8742,9774,5272,-6417,484,-6252,802115,"1"
6987,8898,10228,5264,-7044,-16,-6916,802125,"1"
6988,8824,10604,5346,-7683,-429,-7500,802135,"1"
6989,8858,10936,5448,-8159,-628,-7915,802145,"1"
6990,8800,11272,5352,-8525,-640,-8122,802155,"1"
6991,8582,11410,5106,-8596,-532,-8102,802165,"1"
6992,8354,11492,4758,-8422,-347,-7922,802175,"1"
6993,8180,11526,4406,-7953,-16,-7748,802185,"1"
6994,7958,11502,3790,-7341,397,-7489,802195,"1"
6995,7802,11558,3212,-6752,775,-7159,802205,"1"
6991,8366,14454,-2428,8269,4626,-7597,809690,"2"
6992,8624,14934,-2406,9265,5035,-7984,809700,"2"
6993,8966,15424,-2414,10105,5433,-8234,809710,"2"
6994,9464,15530,-2234,10700,5937,-8236,809720,"2"
6995,9742,15688,-2060,11029,6576,-7988,809730,"2"
6996,7978,11466,2790,-6196,1068,-6880,802215,"1"
6997,8126,11372,2176,-5359,1214,-6635,802225,"1"
6998,8384,11440,1464,-4386,1070,-6392,802235,"1"
6999,8782,11382,676,-3332,932,-6029,802245,"1"
7000,8950,11634,-234,-2324,749,-5740,802255,"1"
6996,10128,15674,-1890,10998,7141,-7418,809740,"2"
6997,10560,15760,-1742,10527,7608,-6632,809750,"2"
6998,10920,15778,-1462,9840,7785,-5951,809760,"2"
6999,11382,15666,-1038,9284,7533,-5531,809770,"2"
7000,11898,15444,-702,8806,6982,-5160,809780,"2"
7001,8858,11698,-1396,-1859,394,-5782,802265,"1"
7002,8820,11636,-2562,-1807,-409,-6289,802275,"1"
7003,8814,11534,-3256,-2130,-1107,-7208,802285,"1"
7004,8866,11298,-3636,-2572,-1788,-8542,802295,"1"
7005,8874,10744,-3826,-2957,-2380,-9555,802305,"1"
7001,12210,15104,-478,8186,6094,-4819,809790,"2"
7002,12634,14798,-358,7526,5025,-4585,809800,"2"
7003,12984,14264,-526,6954,3579,-4508,809810,"2"
7004,13250,13862,-780,6651,2096,-4425,809820,"2"
7005,13324,13786,-1030,6570,628,-4574,809830,"2"
7006,9132,10102,-3604,-3025,-2634,-10087,802315,"1"
7007,9200,9562,-3388,-2748,-2773,-10169,802325,"1"
7008,9054,9188,-3378,-2509,-2830,-9864,802335,"1"
7009,9350,8922,-3428,-2234,-2595,-9401,802345,"1"
7010,9532,8714,-3492,-1688,-2348,-8776,802355,"1"
7006,13272,13738,-1468,6714,-842,-5019,809840,"2"
7007,13292,13662,-1736,7031,-2399,-5583,809850,"2"
7008,13082,13530,-2308,7709,-3860,-6124,809860,"2"
7009,12882,13586,-2788,8638,-5298,-6587,809870,"2"
7010,12690,13710,-3280,9706,-6402,-7228,809880,"2"
7011,9618,8328,-3552,-814,-2349,-8049,802365,"1"
7012,9822,8138,-3648,187,-2624,-7529,802375,"1"
7013,9842,7890,-3942,956,-3103,-7169,802385,"1"
7014,9590,7556,-4066,1078,-3658,-6505,802395,"1"
7015,9498,7212,-3836,1065,-4209,-5705,802405,"1"
7011,12562,13690,-3764,11038,-7727,-7865,809890,"2"
7012,12484,13780,-4088,12490,-8766,-8447,809900,"2"
7013,12472,13984,-4490,14047,-9703,-9063,809910,"2"
7014,12456,14156,-4890,15591,-10390,-9753,809920,"2"
7015,12438,14332,-5014,17035,-10808,-10390,809930,"2"
7016,9396,6944,-3676,953,-4888,-4920,802415,"1"
7017,9362,6902,-3372,638,-5613,-4226,802425,"1"
7018,9376,6842,-3120,-19,-6358,-3597,802435,"1"
7019,9212,6918,-2628,-719,-6968,-3062,802445,"1"
7020,9126,7078,-2360,-1523,-7560,-2631,802455,"1"
7016,12608,14496,-5272,18130,-10791,-10769,809940,"2"
7017,12642,14692,-5412,18841,-10630,-10957,809950,"2"
7018,12762,14916,-5496,19193,-10546,-10870,809960,"2"
7019,12750,15124,-5252,19090,-10286,-10571,809970,"2"
7020,12842,15376,-5154,18643,-9788,-10050,809980,"2"
